,_id,qc_user,run_timestamp,_cls,cartridge_pass_fail,build_completion_date,build_completion_user,pressure_line_qc,rework,rework_description,dev_ncmr,entry_date,cartridge_type,membrane_lot,center_cap_lot,anolyte_tank_leak_rate,catholyte_tank_leak_rate,notes,qc_results,latest_assay_analysis_pass_fail,latest_assay_analysis_fail_reason,pn702_0013_lot,initial_x_measurement,initial_z_measurement,gap_after_alignment,size_insert_lot,pn050_319_LCLot,pre_glue_x_measurement,pre_glue_z_measurement,membrane_gap,tank_leak_rate,pressure_line_leak_rate,b_date_ts,b_date,exp_date
10,1250805689,merlita.lagman,1754439422,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1754391360000},productionline@proteinsimple.com,0.0195,False,,NA,{'$date': 1754380641566},1,20130775,1825700,0.0143,0.0156,,"[{'analysis_timestamp': 1754436332, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf2179_2025-08-05_20-17-02', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1754450741, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,,,,,1754391360000,2025-08-05 10:56:00,2026-08-31
11,1250805686,merlita.lagman,1754439553,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1754389680000},productionline@proteinsimple.com,0.0201,False,,NA,{'$date': 1754378979257},1,20130775,1825700,0.0198,0.0208,,"[{'analysis_timestamp': 1754435674, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1045_2025-08-05_20-19-13', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1754450084, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,,,,,1754389680000,2025-08-05 10:28:00,2026-08-31
12,5250731604,poojan.patel,1754442997,MauriceCartridge.MauriceFlexCartridge,Pass,{'$date': 1753966380000},hang.pham@proteinsimple.com,,False,,CAN136,{'$date': 1753955657400},5,V030010725-07-2,54,,,,"[{'analysis_timestamp': 1754437003, 'analysis_user': 'turboqc/administrator', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'failure_type': '', 'Fl': {}, 'run_id': 'mm0020_2025-08-05_21-16-37', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 1, 'timestamp': 1754451414, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,,1.7,PASS,PASS,1753966380000,2025-07-31 12:53:00,2026-07-31
13,1250805693,icaro.mesquita,1754448618,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1754396940000},productionline@proteinsimple.com,0.0235,False,,na,{'$date': 1754386209123},1,20130775,1825700,0.0188,0.0197,,"[{'analysis_timestamp': 1754466895, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1494_2025-08-05_19-50-18', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1754481300, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,,,,,1754396940000,2025-08-05 12:29:00,2026-08-31
14,1250805695,icaro.mesquita,1754448844,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1754397600000},productionline@proteinsimple.com,0.0119,False,,NA,{'$date': 1754386863936},1,20130775,1825700,0.0119,0.0126,,"[{'analysis_timestamp': 1754467167, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1045_2025-08-05_22-54-04', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1754481573, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,,,,,1754397600000,2025-08-05 12:40:00,2026-08-31
15,1250805694,icaro.mesquita,1754448935,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1754397000000},productionline@proteinsimple.com,0.0182,False,,NA,{'$date': 1754386258023},1,20130775,1825700,0.0246,0.0267,,"[{'analysis_timestamp': 1754467086, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf2980_2025-08-05_19-55-35', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1754481491, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,,,,,1754397000000,2025-08-05 12:30:00,2026-08-31
16,1250805696,icaro.mesquita,1754449020,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1754398500000},productionline@proteinsimple.com,0.0132,False,,NA,{'$date': 1754387743560},1,20130775,1825700,0.02,0.0276,,"[{'analysis_timestamp': 1754467244, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1978_2025-08-05_19-57-00', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1754481650, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,,,,,1754398500000,2025-08-05 12:55:00,2026-08-31
17,1250805698,icaro.mesquita,1754449067,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1754399880000},productionline@proteinsimple.com,0.0187,False,NA,NA,{'$date': 1754389187954},1,20130775,1825700,0.0184,0.0186,,"[{'analysis_timestamp': 1754467427, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf2179_2025-08-05_22-57-47', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1754481832, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,,,,,1754399880000,2025-08-05 13:18:00,2026-08-31
18,1250805699,icaro.mesquita,1754449140,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1754400300000},productionline@proteinsimple.com,0.0225,False,,NA,{'$date': 1754389577332},1,20130775,1825700,0.0138,0.0146,,"[{'analysis_timestamp': 1754467524, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1853_2025-08-05_22-59-00', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1754481931, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,,,,,1754400300000,2025-08-05 13:25:00,2026-08-31
19,1250805700,icaro.mesquita,1754449188,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1754401080000},productionline@proteinsimple.com,0.0186,False,,NA,{'$date': 1754390336367},1,20130775,1825700,0.0128,0.0138,,"[{'analysis_timestamp': 1754467605, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf3051_2025-08-05_19-59-48', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1754482012, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,,,,,1754401080000,2025-08-05 13:38:00,2026-08-31
20,1250805697,icaro.mesquita,1754449241,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1754399040000},productionline@proteinsimple.com,0.0139,False,,NA,{'$date': 1754388325029},1,20130775,1825700,0.0145,0.0134,,"[{'analysis_timestamp': 1754467343, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1987_2025-08-05_20-00-41', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1754481749, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,,,,,1754399040000,2025-08-05 13:04:00,2026-08-31
21,1250805701,icaro.mesquita,1754449270,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1754401140000},productionline@proteinsimple.com,0.0125,False,,NA,{'$date': 1754390384101},1,20130775,1825700,0.0134,0.0157,,"[{'analysis_timestamp': 1754467685, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1130_2025-08-05_20-01-10', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1754482092, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,,,,,1754401140000,2025-08-05 13:39:00,2026-08-31
22,6250805819,poojan.patel,1754623913,MauriceCartridge.MauriceCESDSPlusCartridge,Fail,{'$date': 1754400600000},productionline@proteinsimple.com,0.0142,False,NA,,{'$date': 1754389848085},6,,,,,Q001,"[{'analysis_timestamp': 1754519900, 'analysis_user': 'turboqc/administrator', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Height %CV_Failures': [], 'Height (Avg)_Failures': [], 'Resolution %CV_Failures': [], 'Resolution (Avg)_Failures': [], 'Sufficient Data': {}, 'Time %CV_Failures': [], 'Time (Avg)_Failures': []}, 'failure_type': 'Re-test', 'run_id': 'kf2274_2025-08-05_20-52-09', 'run_status': 'Fail'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 1, 'timestamp': 1754534306, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}, {'analysis_timestamp': 1754677728, 'analysis_user': 'turboqc/administrator', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Height %CV_Failures': [], 'Height (Avg)_Failures': [], 'Resolution %CV_Failures': [], 'Resolution (Avg)_Failures': [], 'Sufficient Data': {}, 'Time %CV_Failures': [], 'Time (Avg)_Failures': ['HC']}, 'failure_type': 'Scrap', 'run_id': 'kf1775_2025-08-07_23-31-53', 'run_status': 'Fail'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 1, 'timestamp': 1754692132, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Fail,Scrap,,,,,250805,250507JL-A,-3.43,-4.76,,,,1754400600000,2025-08-05 13:30:00,2026-08-31
